,Unnamed: 0,streetname,startstreet,endstreet,segment_score,road_ids,address_nos,yelp_ids,yelp_address_nos,accident_count,business_count
200,200,E 7th St,100,600,53,"['e3324ca5967f0838b4425072df5c7a1e6d290c6f', '1a5def57c1f8185626d143b540a0edc90ac3660d']","[219.0, 581.0]","['-I27yVw2x_-31_OOMSH02w', 'tjAeaGdxf7I4xN9M7wGJNQ', 'tMlVZWa4SsI01qYMRQerKg', 'V1cWGBZLQLyIiyo0iUOnyg']","[224.0, 240.0, 224.0, 240.0]",2,4
201,201,E 7th St,600,1100,0,[],[],[],[],0,0
202,202,E 7th St,1100,1600,0,[],[],[],[],0,0
203,203,E 7th St,1600,2100,30,[],[],"['USleI8g1UVN9-9jm-b4uIg', 'S3kcGHznDcyzsxkOhSZeLg', 'WPV0ucYjnb2HOrNxSopv6A', 'yMopev-RPxfEXgqkJOvCGA', 'PdCxX1QJnlBkvnG9fFjWYg', 'WLCdg4ib7-_7b8epoXRjAw', 'n-K5Mp3DraFcclNXyTdMvQ', 'XgRljuEUyaHBKIpIz-PRAA']","[1601.0, 1961.0, 1701.0, 1800.0, 2001.0, 2001.0, 1941.0, 2001.0]",0,8
204,204,E 7th St,2100,2600,22,['8e8d1604e8a5612772a5c1374a8370f8f83a44d5'],[2553.0],[],[],1,0
205,205,E 7th St,2600,3100,0,[],[],[],[],0,0
206,206,E 8th St,100,600,16,['2ad3975565b5da31f341ef191b0a31ce8a77b37d'],[500.0],[],[],1,0
207,207,E 8th St,600,1100,0,[],[],[],[],0,0
208,208,E Arrowood Rd,100,600,45,"['435529e0e5d1dcaafe0997cdf7a8fd130fcdcef6', '18d51179ee808726b796506ee0744622d85df738']","[417.0, 305.0]",[],[],2,0
209,209,E Arrowood Rd,600,1100,105,"['52ce8a2def42443e99c62e03ecd8d73b6f24d05e', '5e26980ce24ccd56674b10b6dceb68a5d856a22e', '060078573af136bd2b5b478cb9d959e4404c4dda', '8bcb9b430e80ee13da252def17d4ba0938e1da46', '6694106f0bf0c905d44aeecfcd2fc48c2a61cfb7']","[810.0, 810.0, 810.0, 810.0, 810.0]",['LKuzbx5Yt3yqiokUFdjVhg'],[808.0],5,1
210,210,E Bv,1000,1500,103,"['be04d040c932ee3920a0a08d7a113e78209aa3aa', '3462e054df813c335458ddc07e45d8032b329e3e', 'bdc10ece037e86563c545f2bd48cfb72629ad198', '2f3056264742de9249f75114c86366c1eb15295d']","[1275.0, 1403.0, 1403.0, 1002.0]","['CxsN79g8rZoouLwZvr_FVg', 'f316rUVOmOM2VidXN2KAvg', 'CSamwh_y3gOSg0Z7tyfJpw', '#NAME?']","[1417.0, 1401.0, 1231.0, 1408.0]",4,4
211,211,E Bv,1500,2000,81,"['8ad2460d5412d8d36755ace23f84078e99806a24', '44f0a32ec07b1be36ba2cf3b4a608d3597ac60b3', 'fe4ecc28c2560ba60677dcf9c3247bc140e8218d']","[1514.0, 1619.0, 1619.0]","['yWUBX9Pe6pzh1PjVj04UmQ', 'ZX9eujPNUxqWEWYdr4Ulqg', '4O5YJJz4Tq51UcrTLT-7sw']","[1626.0, 1531.0, 1531.0]",3,3
212,212,E Independence Blvd,5000,5500,0,[],[],[],[],0,0
213,213,E Independence Blvd,5500,6000,21,['88303a7ad781c8bd9cc917aa3b03b350060a7ee4'],[5604.0],[],[],1,0
214,214,E Independence Blvd,6000,6500,0,[],[],[],[],0,0
215,215,E Independence Blvd,6500,7000,0,[],[],[],[],0,0
216,216,E Independence Blvd,7000,7500,28,['0d325062747fb766aa418a793aa1f8d5ec676095'],[7024.0],['1NmGVWYlF4iMngM6arKJTQ'],[7211.0],1,1
217,217,E Independence Blvd,7500,8000,0,[],[],[],[],0,0
218,218,E Independence Bv,6000,6500,0,[],[],[],[],0,0
219,219,E Independence Bv,6500,7000,24,['be0c067ce3e083968451420a7a45b0755fecb908'],[6949.0],[],[],1,0
220,220,E Independence Bv,7000,7500,4,[],[],['QnCBkwWiu19YPNnSDyF6eA'],[7323.0],0,1
221,221,E Independence Bv,7500,8000,0,[],[],[],[],0,0
222,222,E Independence Bv,8000,8500,0,[],[],[],[],0,0
223,223,E Independence Bv,8500,9000,29,['6979f148851323a84ba9173c06812efe9a8ef709'],[8605.0],[],[],1,0
224,224,E Kingston Ave,100,600,15,['8ca4cc0a370f254b1a67f274fec4ca63632bce58'],[229.0],[],[],1,0
225,225,E Kingston Ave,600,1100,0,[],[],[],[],0,0
226,226,E Martin Luther King Jr Blvd,100,600,48,"['0dfb7c1fadc38ce576623d31e85ab2de3476dfef', '83f58f6c61f7e4ef1d4a66b90faf34359d7827e4']","[102.0, 102.0]",[],[],2,0
227,227,E Martin Luther King Jr Blvd,600,1100,0,[],[],[],[],0,0
228,228,E Sugar Creek Rd,100,600,0,[],[],[],[],0,0
229,229,E Sugar Creek Rd,600,1100,48,"['4cd2c336a6246cac16c11551d71ec8c34b8bbccf', '939d79319d0d8842f040c49a2826f095e0e8f3a0']","[800.0, 802.0]",[],[],2,0
230,230,E Trade St,100,600,125,"['accc1d585419e50250b68dda21d76fb4d0ec2411', 'cd302ca9ac95383a32d1b7250cc37acf738604f7', '0099661e0515f59e571ef00555a7a9a3a7992e23', 'ec4cd010af2ac6ddde5bc6489893f21699bac081']","[313.0, 106.0, 102.0, 504.0]","['yymNrvk1cioG5Bn5lWH2QQ', 'LUZ94dZpgCmBGyNH52S7lg', 'PkJUpidg_HzdxtdF6wDxeg', '4RL5ydKIIFpU8bevsOKRdA', 'l_kefVF1frmC0xRW2YkvUA', 'IrHAhdmL9QH9g3NscAIsWA', 'FA_D4vDxRyI-hC0SZJnjnA', 'SUqac8vBnv2nWAJzSx0r1g', 'MrSHPvHVdE_VzVN7iRz45Q', 'MYnD-mEnOXNqrfIT2GeZqA', 'QalBgQ2z_Fc83xFGG6CgLg', 'GmSomk7UiPR64MFUs0rp2Q', '8nmjvYX4N67cxOsGfbEgjg', 'nmOJhPW62nCiuXHJuWooIg']","[210.0, 120.0, 210.0, 210.0, 210.0, 120.0, 210.0, 435.0, 210.0, 210.0, 201.0, 210.0, 210.0, 333.0]",4,14
231,231,E Trade St,600,1100,28,['daf6cdc59b3362af745c97e3a1f5fb48d3536d33'],[841.0],[],[],1,0
232,232,E Tremont Ave,100,600,25,['f4be15d220680aaef54d5945b1af3676b4b5c4e3'],[139.0],[],[],1,0
233,233,E Tremont Ave,600,1100,0,[],[],[],[],0,0
234,234,E W T Harris Blvd,6000,6500,0,[],[],[],[],0,0
235,235,E W T Harris Blvd,6500,7000,25,['0725e470a0a9f3a887851280d2521fe552dbea20'],[6602.0],[],[],1,0
236,236,E W T Harris Blvd,7000,7500,0,[],[],[],[],0,0
237,237,E W T Harris Blvd,7500,8000,0,[],[],[],[],0,0
238,238,E W T Harris Blvd,8000,8500,16,['c41f93a52743be0d70113e4737c67bbc19fd2536'],[8415.0],[],[],1,0
239,239,E W T Harris Blvd,8500,9000,0,[],[],[],[],0,0
240,240,E W T Harris Bv,6000,6500,0,[],[],[],[],0,0
241,241,E W T Harris Bv,6500,7000,26,['6592047a5d5002df82d7fafc1aad8fef6d93f98b'],[6521.0],[],[],1,0
242,242,E W T Harris Bv,7000,7500,24,['eb972df00308fc28d143b6171d7be7aeea9bdd4c'],[7138.0],[],[],1,0
243,243,E W T Harris Bv,7500,8000,0,[],[],[],[],0,0
244,244,E W T Harris Bv,8000,8500,0,[],[],[],[],0,0
245,245,E W T Harris Bv,8500,9000,24,['102d187361e1afdf83983754089e9d66b4098b98'],[8834.0],[],[],1,0
246,246,E Woodlawn Rd,100,600,28,['9e7b3ed473dd13b0bec6861ae90a987cc50b0ae2'],[246.0],['pzy9xWQqsDxVU6j9MktRJg'],[118.0],1,1
247,247,E Woodlawn Rd,600,1100,0,[],[],[],[],0,0
248,248,E Woodlawn Rd,1100,1600,25,['4a4f4878922bc5e0feb12d20b1fab0026426690e'],[1304.0],[],[],1,0
249,249,E Woodlawn Rd,1600,2100,24,[],[],"['a1v8QIdbA_HTg_YyNlBY_w', 'Y7lpoA_lJ1rx3NNqHMgGwA', 'su6PPlJWHlDv1r_fu4f5ZQ', 'biCO6zc-opMp-uJ6rkTENA', 'IqH-J1D0HIP9wyJs2q_uGQ', 'K5sUVFSGFEZosixSXgx5sw', 'WnLhd38sH80ViWwzyF7yoA']","[1730.0, 1600.0, 1601.0, 1610.0, 1600.0, 1605.0, 1600.0]",0,7
250,250,East Blvd,100,600,37,['14330ac0cb522672b6018cd2f4244a999692f96f'],[300.0],"['dztcNrIVDg6D-6sFOOofDA', 'aIJqDWUt10iS45zYCr0KcQ', 'ICUCAzUZFiWkYs7iCtNCQg', 'D2ojX9bvE0_-aIj9BhdZZA']","[220.0, 324.0, 311.0, 300.0]",1,4
251,251,East Blvd,600,1100,0,[],[],[],[],0,0
252,252,East Blvd,1100,1600,261,"['b2326160f49be27ea5ec12dcf04ebac8b5c75d97', 'a9505b6740074a16f1365354ef8933c2ab08c21b', '5a68318d0ce95262e8fd704781398b09b9e2be55', '1af70e9c951113fc50f710a4e5d90c7c995ef97f', 'eaeaa4ab224f25f8250c7781f4046f36e95aa6bb', '2bcce3e5cabbccd9afcc2c105ba773b7e495bd7e', 'd7834dcc15e5f59460b69aae9467f7997c461624', '55ccf03f2683f7a212682ccda7aa5962b198562e', '1e986c6d05d00f3b92e4582b0b179c826b7e7400', 'e738d11174906c51a6a6c825cf9d6347eb0ab5c4']","[1301.0, 1500.0, 1538.0, 1538.0, 1419.0, 1419.0, 1538.0, 1419.0, 1512.0, 1538.0]","['EPBEz9ifFo6JqPUUH_BdMg', 'TxQBdyDktZSk1KVTWh71dw', 'U3kygJOTlTQFlfaZS7sQjA', 'gGt00WW8sNY2Sop7jYa7Tw', 'sVoeqb0-JCf82n4z9cUJLA', 'YAJzBGvqT3dT_qAg6u8E1A']","[1412.0, 1511.0, 1524.0, 1301.0, 1412.0, 1524.0]",10,6
253,253,East Blvd,1600,2100,92,"['638277259451f001ee8b385efd1544ac84f29d96', '86d0cf209bef11867c3686a107c286b204bec421', '9234230c259a1f617321b6a8857b773be32b9c09', '0692b1f8aa96c8387543edf819cec6072603f27e']","[1620.0, 1608.0, 1929.0, 1701.0]",['2um9bzTSvD3f2tkdBoA38g'],[1608.0],4,1
254,254,Eastcrest Dr,1000,1500,17,['a025def03071b8f5acb3c845f42ffe3bcb4576be'],[1425.0],[],[],1,0
255,255,Eastcrest Dr,1500,2000,0,[],[],[],[],0,0
256,256,Eastover Ridge Dr,3000,3500,0,[],[],[],[],0,0
257,257,Eastover Ridge Dr,3500,4000,24,['65a71e670c59847abdaa882259eb997189e2daee'],[3600.0],[],[],1,0
258,258,Eastway Dr,100,600,51,"['0a16b49f931f43c6a273155c08408979b22de5c9', 'fbee12fe8f8201c1eae8ee767e1fe2b6ef8faa61', '88446837ba77196b45bde6958c8c5a7afbacbb42']","[457.0, 426.0, 438.0]",[],[],3,0
259,259,Eastway Dr,600,1100,24,['09db83ad9ae72495f4f2d9790b3a34e15e1f61cf'],[617.0],[],[],1,0
260,260,Eastway Dr,1100,1600,0,[],[],[],[],0,0
261,261,Eastway Dr,1600,2100,61,"['908cf501b1942e0250acbea5129cc122464345ad', 'b95803226523008b330105cd0e471ade055dacf9', '3cba1880af05b39c75139dd526572195cc0ea36d']","[1700.0, 1700.0, 2019.0]",[],[],3,0
262,262,Eastway Dr,2100,2600,50,"['62d25929626e1e8c7a267ef64a3d7b55099ba773', '4c5b8e9205e92b53f2d6bcb0a6e404e4af3390d1']","[2201.0, 2105.0]",[],[],2,0
263,263,Eastway Dr,2600,3100,95,"['3824572032819f21582df65f1004e00f92ac0286', 'd7c76725498eba137538ccd683ed5059f70eabee', '8dde9e2f18d2feb0d73551ec0139c4783829f107', '511307a08797a8f9b3ca14ed9d55d35d6d643d52']","[2601.0, 2932.0, 2932.0, 2812.0]",[],[],4,0
264,264,Eastway Dr,3100,3600,4,[],[],['eQo4kIwIWJbAnfXYl3k5BA'],[3124.0],0,1
265,265,Eastway Dr,3600,4100,24,['8304dd4eea10650905d665620474b7e4705a6008'],[3718.0],[],[],1,0
266,266,Eleanor Dr,4000,4500,0,[],[],[],[],0,0
267,267,Eleanor Dr,4500,5000,14,['0041ae6ac06048678402c40a88eccc5642e97d39'],[4818.0],[],[],1,0
268,268,Elgywood Ln,6000,6500,13,['df6994bdd9a9c4f3cc90ace666a72ca1adfce243'],[6406.0],[],[],1,0
269,269,Elgywood Ln,6500,7000,0,[],[],[],[],0,0
270,270,Elizabeth Ave,1000,1500,48,"['8725864790fee860071ba58bb599e16155734375', 'd24dccb678b2f64afacdf8af8b609f6261e26562']","[1436.0, 1108.0]",['D-RQsQjEVI_w-KC7iDJd5Q'],[1411.0],2,1
271,271,Elizabeth Ave,1500,2000,46,['54363a3b990305feafd31a27ba8819b746daa0ae'],[1643.0],"['9_onoqwv9ZdItxc8OlUKAg', 'MTSBA8Mbn1SuPczGnk4F8A', 'B1imfnKRvcotaYacPGUrLQ', 'sdYkVaTy7EJwUkO8Ie_qPg', 'ObcMSGc1uotvpnwydoStIg', 'UFVy-8WC7pDzvBUzOvdwzA', 'bc3qgRXb8mln0CGgUCTdug']","[1601.0, 1516.0, 1535.0, 1617.0, 1609.0, 1523.0, 1535.0]",1,7
272,272,Ellendale Dr,6000,6500,0,[],[],[],[],0,0
273,273,Ellendale Dr,6500,7000,20,['7390efa841b78310e37d9f1ddd24fbfc40b45dd4'],[6701.0],[],[],1,0
274,274,Elm Ln,10000,10500,0,[],[],[],[],0,0
275,275,Elm Ln,10500,11000,27,['e5315225864d8ef2cb0a538702747050ad5e8840'],[10903.0],[],[],1,0
276,276,Emerywood Dr,1000,1500,0,[],[],[],[],0,0
277,277,Emerywood Dr,1500,2000,20,['9e486b94e782f425888e6bc7b2d150e0d844a33d'],[1840.0],[],[],1,0
278,278,Eneida Sue Dr,5000,5500,21,['a15f5b13aba4c1d78b4c48714f465d1aa98f9c25'],[5412.0],[],[],1,0
279,279,Eneida Sue Dr,5500,6000,0,[],[],[],[],0,0
280,280,English Dr,2000,2500,34,['b4d5be859a714136d9b04cb3bcda3b154a061d17'],[2018.0],[],[],1,0
281,281,English Dr,2500,3000,0,[],[],[],[],0,0
282,282,Erwin Ridge Ave,11000,11500,13,['e1c79c7cf9a9ef18356a71040fffb2298db877ea'],[11341.0],[],[],1,0
283,283,Erwin Ridge Ave,11500,12000,0,[],[],[],[],0,0
284,284,Executive Center Dr,5000,5500,0,[],[],[],[],0,0
285,285,Executive Center Dr,5500,6000,18,['20be726de27b3815dd463d2f139627275819d1da'],[5802.0],[],[],1,0
286,286,Fairdale Dr,2000,2500,18,['c09dbdca8017a074daa981e08186ebca8b025319'],[2024.0],[],[],1,0
287,287,Fairdale Dr,2500,3000,0,[],[],[],[],0,0
288,288,Fairstone Ave,2000,2500,0,[],[],[],[],0,0
289,289,Fairstone Ave,2500,3000,18,['a9d5cf145239b73ace281fd7b87eae354cca3879'],[2741.0],[],[],1,0
290,290,Fairview Rd,6000,6500,28,['f0c6ebb2fcf0a777856a23563e81918f513033c7'],[6424.0],['GrJ74hxJsXXwcqS7zcfFhw'],[6000.0],1,1
291,291,Fairview Rd,6500,7000,82,"['450557826952b3467687194c01739b2be08ee8c6', '53a44b8bc871da6fc687b031e668d85d9dce3d32', 'fbcd196216e2743f04d4161ae68710ad3621a187']","[6605.0, 6500.0, 6506.0]","['kfFRCUP1RXY_jNnBQCOsEw', 'EbgUkmDxPUa2fr0rc8EFJQ', 'ZICX0zom1rky89kdOQ-U_g']","[6610.0, 6904.0, 6518.0]",3,3
292,292,Fairvista Dr,5000,5500,0,[],[],[],[],0,0
293,293,Fairvista Dr,5500,6000,24,['54c5d62185fc28bc24882cc45cdc0e6e57199f2c'],[5706.0],[],[],1,0
294,294,Farmfield Ln,1000,1500,25,['d4081c29f87a67c725b2aa942e9d298ccb4691dd'],[1221.0],[],[],1,0
295,295,Farmfield Ln,1500,2000,0,[],[],[],[],0,0
296,296,Farmhurst Dr,100,600,31,['2a4b61ff040179f537d17fccd43b0a869d14b698'],[441.0],[],[],1,0
297,297,Farmhurst Dr,600,1100,0,[],[],[],[],0,0
298,298,Fernwood Dr,7000,7500,12,['ec4477b806086c0834405ac87f21ad01c29dc1c5'],[7029.0],[],[],1,0
299,299,Fernwood Dr,7500,8000,0,[],[],[],[],0,0
300,300,Fielding Rd,100,600,23,['7ad3fe359413092e68ea922bcb4183d6040d501c'],[106.0],[],[],1,0
301,301,Fielding Rd,600,1100,0,[],[],[],[],0,0
302,302,Firelight Ln,5000,5500,16,['84909a53cca75fdc5f1e9e2ddff7e5fc05ce633e'],[5345.0],[],[],1,0
303,303,Firelight Ln,5500,6000,0,[],[],[],[],0,0
304,304,Fisher's Farm Ln,6000,6500,0,[],[],[],[],0,0
305,305,Fisher's Farm Ln,6500,7000,22,['2b00d4ddbf86df93d6d7c86462b347b8a51534e0'],[6735.0],[],[],1,0
306,306,Flagstaff Dr,5000,5500,0,[],[],[],[],0,0
307,307,Flagstaff Dr,5500,6000,14,['305260484c6308d7e38cc22119513a22d73557e6'],[5620.0],[],[],1,0
308,308,Freedom Dr,2000,2500,0,[],[],[],[],0,0
309,309,Freedom Dr,2500,3000,32,"['f6b9405d8dd8547223c1465be4561d67f087e7f6', 'f1aa5249767e5dbf6e85eb91f27ad0f84363c111']","[2833.0, 2501.0]",[],[],2,0
310,310,Freedom Dr,3000,3500,94,"['daef6187d43d47f746ffbf29404c53795f1f2447', 'aef2efe75ee8913e22b73ebad5f9502badb79bd8', '56348184d8f96c5a9f80ba44ca47e40ae4679308', '94af6291f142f4bbf93576fac15e37b233fb5b37']","[3059.0, 3250.0, 3250.0, 3428.0]",[],[],4,0
311,311,Freedom Dr,3500,4000,0,[],[],[],[],0,0
312,312,Frew Rd,3000,3500,0,[],[],[],[],0,0
313,313,Frew Rd,3500,4000,18,['9a4fcfb37c8ea091c7e439a689d56e413f804149'],[3601.0],[],[],1,0
314,314,Galloway Rd,2000,2500,25,['476ecebb802e5f9b0523dfe7e01c0398b659e12d'],[2134.0],[],[],1,0
315,315,Galloway Rd,2500,3000,0,[],[],[],[],0,0
316,316,Galway Dr,5000,5500,26,['56b2d8831363dae35205ed2731f2b1eaebb53d1c'],[5300.0],[],[],1,0
317,317,Galway Dr,5500,6000,0,[],[],[],[],0,0
318,318,General Commerce Dr,6000,6500,30,['1262d365c9e78ae9e4cc2c62aeec151ea560cf11'],[6025.0],[],[],1,0
319,319,General Commerce Dr,6500,7000,0,[],[],[],[],0,0
320,320,Glenfall Ave,3000,3500,0,[],[],[],[],0,0
321,321,Glenfall Ave,3500,4000,20,['a82543695a1e094921798ef2aab4117a8a4c55f4'],[3901.0],[],[],1,0
322,322,Green Hedge Ave,10000,10500,0,[],[],[],[],0,0
323,323,Green Hedge Ave,10500,11000,33,['842dd0962a32fd1bd9af82ad2b4bee49d4403d52'],[10532.0],[],[],1,0
324,324,Greywood Dr,4000,4500,0,[],[],[],[],0,0
325,325,Greywood Dr,4500,5000,16,['f62a4f5094425bf4d25e1c9add47f423828a7358'],[4904.0],[],[],1,0
326,326,Griffith St,2000,2500,0,[],[],[],[],0,0
327,327,Griffith St,2500,3000,25,['e789c37991fcf5a41afbb028d2ed3320a80a753b'],[2940.0],"['bMIVYOyr0pOYHUDNsmSDwg', 'IGxxnH4Q2S2y_ZdFFW469w']","[2911.0, 2900.0]",1,2
328,328,Habersham Pointe Cir,8000,8500,9,['71e6a82d688b2bb2098e256aa0f453ee75d7cc51'],[8407.0],[],[],1,0
329,329,Habersham Pointe Cir,8500,9000,0,[],[],[],[],0,0
330,330,Hamilton Crk,4000,4500,19,['3b11b61d13e32f13764e5d6fcf72f28a82d0d9c8'],[4316.0],[],[],1,0
331,331,Hamilton Crk,4500,5000,0,[],[],[],[],0,0
332,332,Hamlin Park Dr,2000,2500,0,[],[],[],[],0,0
333,333,Hamlin Park Dr,2500,3000,21,['aeef6c2be3b5952c526339aa706b1489ec2101bf'],[2703.0],[],[],1,0
334,334,Hankins Rd,8000,8500,0,[],[],[],[],0,0
335,335,Hankins Rd,8500,9000,26,['51db4c425de14cc6acd8e08ec47acac589571a5e'],[8635.0],[],[],1,0
336,336,Harrisburg Rd,7000,7500,22,['7535d389f8b8591ffc09274f80300e12efa11f2e'],[7101.0],[],[],1,0
337,337,Harrisburg Rd,7500,8000,0,[],[],[],[],0,0
338,338,Harrisburg Rd,8000,8500,0,[],[],[],[],0,0
339,339,Harrisburg Rd,8500,9000,0,[],[],[],[],0,0
340,340,Harrisburg Rd,9000,9500,0,[],[],[],[],0,0
341,341,Harrisburg Rd,9500,10000,0,[],[],[],[],0,0
342,342,Harrisburg Rd,10000,10500,28,['c6fa5ee119f8f5549955055896c7e19c033c6f37'],[10200.0],[],[],1,0
343,343,Harrisburg Rd,10500,11000,0,[],[],[],[],0,0
344,344,Hartford Ave,100,600,11,['a847d7ceea5880f6b22c209ffc67d48ed37c35f7'],[532.0],[],[],1,0
345,345,Hartford Ave,600,1100,0,[],[],[],[],0,0
346,346,Hawthorne Ln,100,600,65,"['ec869c236045d4ff2a35d3bd9694be1068164903', '9114056a162bc74c444a1a7acf7626122167af3b', '51ee061df9e14128a54f4841f4e44f60cd4a95ba']","[503.0, 401.0, 144.0]",['DyOzNIeXUksPNLXYHnB-oQ'],[415.0],3,1
347,347,Hawthorne Ln,600,1100,0,[],[],[],[],0,0
348,348,Heatherwood Ln,6000,6500,0,[],[],[],[],0,0
349,349,Heatherwood Ln,6500,7000,17,['adb318dd548bbb98fbf1e41700d37f26f44a67c5'],[6726.0],[],[],1,0
350,350,Hemphill St,2000,2500,0,[],[],[],[],0,0
351,351,Hemphill St,2500,3000,30,['5ed213f735a7b8ed686a4a32e2c399ec1cd0ca07'],[2622.0],[],[],1,0
352,352,Hidden Forest Dr,6000,6500,0,[],[],[],[],0,0
353,353,Hidden Forest Dr,6500,7000,23,['9e1334eb1f82d490a420c4b1d8f5dc5f02fd4229'],[6543.0],[],[],1,0
354,354,Highlake Dr,5000,5500,28,['8cbdd25624091d38e602d663f2e207434b69b0b2'],[5027.0],[],[],1,0
355,355,Highlake Dr,5500,6000,0,[],[],[],[],0,0
356,356,Hilo Dr,100,600,24,['624c8e95c0b1f927707849d74479f072c608ef3a'],[417.0],[],[],1,0
357,357,Hilo Dr,600,1100,0,[],[],[],[],0,0
358,358,Houston Branch Rd,3000,3500,28,['8540b04267076d996de5ff54216a5c8bfe4a59e7'],[3023.0],[],[],1,0
359,359,Houston Branch Rd,3500,4000,0,[],[],[],[],0,0
360,360,Hunters Crossing Ln,6000,6500,11,['f039b7759492d21accf9c620a858561098c878cb'],[6100.0],[],[],1,0
361,361,Hunters Crossing Ln,6500,7000,0,[],[],[],[],0,0
362,362,I- 85 Svc Rd,2000,2500,0,[],[],[],[],0,0
363,363,I- 85 Svc Rd,2500,3000,20,['a20a96021938addef3cfc06d3127a7d5228e2451'],[2924.0],[],[],1,0
364,364,I- 85 Svc Rd,3000,3500,0,[],[],[],[],0,0
365,365,I- 85 Svc Rd,3500,4000,0,[],[],[],[],0,0
366,366,I- 85 Svc Rd,4000,4500,0,[],[],[],[],0,0
367,367,I- 85 Svc Rd,4500,5000,0,[],[],[],[],0,0
368,368,I- 85 Svc Rd,5000,5500,27,['35145cc815146722a637604e0bfabc623c8b986f'],[5201.0],[],[],1,0
369,369,I- 85 Svc Rd,5500,6000,0,[],[],[],[],0,0
370,370,Idlewild Rd,6000,6500,0,[],[],[],[],0,0
371,371,Idlewild Rd,6500,7000,18,['aed7b1600233b75cda84db6d88eb86ab164951cf'],[6903.0],[],[],1,0
372,372,Idlewild Rd,7000,7500,22,['57f2c9e0b97db66280ea6b2ae12dd61e4c94ceab'],[7029.0],[],[],1,0
373,373,Idlewild Rd,7500,8000,32,"['18f6cf026933445700e2a82377cc6c69cd794836', '1f8b5b87ee7e2101a175585aaf1afab9351aba61']","[7506.0, 7939.0]",[],[],2,0
374,374,Idlewild Rd,8000,8500,0,[],[],[],[],0,0
375,375,Idlewild Rd,8500,9000,0,[],[],[],[],0,0
376,376,Idlewild Rd,9000,9500,31,['8e02c664b361c4d8fe0790ba71670bdb52d86118'],[9320.0],[],[],1,0
377,377,Idlewild Rd,9500,10000,0,[],[],[],[],0,0
378,378,J W Clay Blvd,8000,8500,0,[],[],[],[],0,0
379,379,J W Clay Blvd,8500,9000,16,['87079eb30a35bdc096e358b304af0580cc05c283'],[8648.0],"['l-HGrLblZ5HkagtjKqHYXg', '6HMwB2wCKezd7aKzQd5asA']","[8708.0, 8662.0]",1,2
380,380,Jackson Ave,100,600,0,[],[],[],[],0,0
381,381,Jackson Ave,600,1100,19,['df6ac598d79542fba26b5ccc59c9058309c60f5a'],[824.0],[],[],1,0
382,382,John Adams Rd,9000,9500,0,[],[],[],[],0,0
383,383,John Adams Rd,9500,10000,25,['97cac0a9140c43f2adfd10ddd6e71924f3125bdf'],[9707.0],[],[],1,0
384,384,Johnston Rd,9000,9500,0,[],[],[],[],0,0
385,385,Johnston Rd,9500,10000,20,['f316f41fa201e57f1255c3c0a6362e32f513052a'],[9901.0],[],[],1,0
386,386,Johnston Rd,10000,10500,4,[],[],['gnKjwL_1w79qoiV3IC_xQQ'],[10110.0],0,1
387,387,Johnston Rd,10500,11000,0,[],[],[],[],0,0
388,388,Johnston Rd,11000,11500,0,[],[],[],[],0,0
389,389,Johnston Rd,11500,12000,0,[],[],[],[],0,0
390,390,Johnston Rd,12000,12500,4,[],[],['f12Zv1B9crmSW58iyTR_mA'],[12410.0],0,1
391,391,Johnston Rd,12500,13000,21,['a8ab7476eac406999ebb111aea205cd30fc5826a'],[12708.0],[],[],1,0
392,392,Jones St,100,600,9,['413a4109a5b2d1f678b09a835c9f6f330f1b1ea9'],[331.0],[],[],1,0
393,393,Jones St,600,1100,0,[],[],[],[],0,0
394,394,Joyce Dr,5000,5500,0,[],[],[],[],0,0
395,395,Joyce Dr,5500,6000,27,['97072187b716b0ccfc2cd54b7c13824e00480bfd'],[5536.0],[],[],1,0
396,396,Julia Ave,2000,2500,24,['9d571ab313961a9b1aa41f5350fe50169724da6f'],[2332.0],[],[],1,0
397,397,Julia Ave,2500,3000,0,[],[],[],[],0,0
398,398,Justice Ave,1000,1500,19,['3501ec92768b99277524e87d0ba42765867fb996'],[1113.0],[],[],1,0
399,399,Justice Ave,1500,2000,0,[],[],[],[],0,0
400,400,Kelston Pl,1000,1500,0,[],[],[],[],0,0
401,401,Kelston Pl,1500,2000,7,['928f8acd92b897dec761541983e2341ee82abd3a'],[1524.0],[],[],1,0
402,402,Kenhill Dr,2000,2500,0,[],[],[],[],0,0
403,403,Kenhill Dr,2500,3000,20,['da46a90277b5d708007db78b9cddd068cff19024'],[2657.0],[],[],1,0
404,404,Kennon St,1000,1500,54,"['dde48a180440ba007c98aed2a462bb5df683b583', '038704a7cddb80695b2bd36338201faa0bc4ae20', 'bfc0368596b3c1a322b0d1f52929e3a290ea4dd7']","[1204.0, 1400.0, 1428.0]",[],[],3,0
405,405,Kennon St,1500,2000,22,['4b1340fed9bcc2afe441e35bc852c19aa8bf5050'],[1503.0],[],[],1,0
406,406,Kestrel Ct,6000,6500,12,['ab5037fa43273d38a64ef0e90ac96bfe78876a00'],[6136.0],[],[],1,0
407,407,Kestrel Ct,6500,7000,0,[],[],[],[],0,0
408,408,Key St,100,600,0,[],[],[],[],0,0
409,409,Key St,600,1100,7,['81bd1d371144d022d5720067c9ddd4f9a15dea57'],[609.0],[],[],1,0
410,410,Kiev Dr,5000,5500,19,['59474e73724608d8dbd0908d278604de6d296bef'],[5404.0],[],[],1,0
411,411,Kiev Dr,5500,6000,0,[],[],[],[],0,0
