recordid,lat,lon,state
c6d47afd18d3df61c45925bf6fa4d5be5b841bf6,-81.6162235,35.77079697,north carolina
24b4d722696e647de8e6c54cdbf57dd481fbe28f,-77.97160239,35.40269002,north carolina
6f4c0afe617ec629c6a17dbe5bf4098ebd95fdc4,-81.87332356,35.35612687,north carolina
90e99bebe2be6cb268bb9e70db0b8b68886d52c2,-78.62571261,35.78104708,north carolina
d3b0e88f2fb2078eb460d353c9b77c130b5f1754,-80.01462304,35.97305207,north carolina
1b20eafde4baf65bea58964610f25e0b7414c9cd,-79.00419266,34.63224682,north carolina
59ab59da9f18671f9ba79ab180450054bb795841,-77.8606223,34.24315177,north carolina
83ff57fa03293f261deba5684a145ca90d5313af,-78.71675264,35.8928601,north carolina
991f7dadc0dc887ecb676c775be8164957e3cb62,-78.66054761,35.73657707,north carolina
26ea1a7b043f768d7f2952ce278458a25144512a,-79.3872428,35.19270693,north carolina
8ad2460d5412d8d36755ace23f84078e99806a24,-80.84237324,35.20020988,north carolina
1b6f45a2e82761a22f728cffe76e82bc11e692b7,-77.88347231,34.34984879,north carolina
27ebfc8c7fcad6fc839a33801bced9c64a6797ef,-82.50889375,35.44962687,north carolina
0b10ee664bbe7514577c9268f26ff6e36b68768c,-80.88267328,35.796844,north carolina
6c9e439d92904c1558f654ec29342ec2a6bb1e05,-78.76434265,35.78493108,north carolina
ad772f0507beb7e5555b76dfc69bfbfe38bea642,-77.04639609,35.10692199,north carolina
b13ce366a403ad6aefce487579374550e13bc922,-79.35743277,34.73867683,north carolina
bef8898859271b34797b0063deb07b20a85d8190,-78.69131262,35.76903708,north carolina
c3d22f1edb85d5a5a7e13e821c5c7fec901fe3f1,-79.80611697,36.01426309,north carolina
a07a2a008ee58088b8640307259a54cbf32ba76e,-80.75901322,35.21095988,north carolina
404003555a0298c0119bd1a2593ae2e53a323413,-75.60119166,35.25182707,north carolina
7a2ae5067e4514842bcec085fbff15da99513001,-79.47225286,35.72532704,north carolina
63060e9170293bc1568266b4b448bc4ca259ba29,-80.77425321,35.06412085,north carolina
3e54ecb643b742ab65d04dfb4ff123f3d9e28bf3,-78.96676267,35.0052899,north carolina
7906e4ae9a7d40bd0b779645b765903761e6153d,-82.51645375,35.47415487,north carolina
b65abf061097d96fe270eccb531631dbb37548b9,-82.55465377,35.57748389,north carolina
17714e630df4d28d2d01f62b4a5cf6e1d8d8fd35,-82.56321377,35.57878689,north carolina
a810cb0a3cad1713f4924390f01a47bcf4e81f9f,-79.21164273,34.72006683,north carolina
ce1238095987fc1c8fce6f32ba4d9f137f8ec21c,-78.78992265,35.73193706,north carolina
92e73592987c4e359d38fd58f32f3d330ab47cf8,-77.54529828,35.91742715,north carolina
dfdfad4454d2e8e8087f9fc2992c1ddd74781d1c,-79.75159296,36.0667971,north carolina
dfa2f0ca2102f71b7ae6a4972ac7d717d4841ef5,-81.55044346,35.28703987,north carolina
fd8e7ca1d15835678572396ea0ad47d41e0c1bdc,-80.86986825,35.21711288,north carolina
22b34d0840688fb4c347554a8d358e1d9fa8ee85,-79.46426687,36.06726411,north carolina
eabab7c7f2f502149dbada4088c9e38534772a5f,-77.9302524,35.99557415,north carolina
647be0ae122fa7fa8914c9bfe9cbcd441377d56c,-79.78973697,36.0588071,north carolina
99fa051d3a7ec561655976373fb8cbde4e2247ff,-77.82625829,34.25614478,north carolina
d37170f0b3770b946da0459200f85726ac34f687,-79.40533281,35.17734492,north carolina
0fe9c0e2160bd623024e8febd7dee2e57694ebed,-78.92686771,36.01060012,north carolina
f8fe3e155f91c0ecd0415ea6ff2fb838914fbdd6,-78.69174263,35.79505108,north carolina
04261f88d47dec89da7d8560df4023cf8943905b,-77.93548832,34.19374676,north carolina
ffcec1c98cae5ecca9a71e838774bfa6f8ae4140,-80.49773316,35.65245398,north carolina
8862228d51d6cfa9132f6da0e8fbd8392d137c46,-77.94402232,34.24253377,north carolina
b2326160f49be27ea5ec12dcf04ebac8b5c75d97,-80.84449324,35.20176288,north carolina
e608357fc126917b5bc2740befbf5d0fd500510b,-77.08640208,34.68194689,north carolina
d576c89faeff02a20d4391895027a2a8d8999c36,-77.82040228,34.22029677,north carolina
506672e13a26f5d068895d89e520107b6d49f146,-77.03410207,34.66494689,north carolina
7ca009c25e7d451db3fe63f236f501d29d85fefb,-77.91130239,35.72430709,north carolina
6661d0fdcda61fb731e10a976bfb20616223f1ef,-77.81820237,35.94970714,north carolina
e7e6ba8d3d2ac8dd71f6877bada88a766b4d86ae,-79.79090297,36.0652971,north carolina
b2572e7c5ba905f153f640d703ef011abf9c727c,-78.6134026,35.78405708,north carolina
239ff28f5da33399bd6516e14ca8f4aea54ac487,-79.05890274,35.90894709,north carolina
849774ffe44c1c254c70482af85c45fb67b6c620,-81.0313033,35.24167688,north carolina
959e647508846138865bc1fe8f0c330c46c87360,-78.96470267,35.02514691,north carolina
84886a1a44cd5ec22e1be3e2eb96b90f4d1e656b,-80.43730315,35.84478703,north carolina
ffad0ca7820f212c8136f19e724fafbcc6eb2372,-79.81750298,36.0972871,north carolina
3f6fad438a0addbd087d2869147b55a8f1ecbc7a,-82.57810377,35.46925687,north carolina
b6ecaf6aa11422731d90a44c275cae884e6a4ada,-78.40150253,35.62076705,north carolina
06e3f450962ea409e1d953e79dd3bcf023009a35,-77.92750232,34.23593677,north carolina
c1498e422cc4a348ccf60ea8186849e8cd0ca52f,-80.85000324,35.23297688,north carolina
8075ec81f080a6c5ed00d39c7f5e5a1e605d4472,-77.93540232,34.22485676,north carolina
36efd37199c78a16fb3ff5bfda9b42b8f219b30e,-76.99330213,36.28947725,north carolina
af2bb3bb1f5576852cdcd9bb98c5f01377585c37,-80.80010325,35.53492695,north carolina
64d22f1e4a5e539400519ee922658567deb2840e,-82.58680378,35.58739689,north carolina
28b237db39fced658830e347b55de3ac12f0871b,-79.43490281,35.04901689,north carolina
9540f6b6c48b302d21c1197cf9818324dbf870ac,-78.38930256,36.33938721,north carolina
ed17aed91d919e50e3070997555a809e8b04b7e9,-78.66060262,35.78393708,north carolina
f39ab5c2b9d9ccbfae7436e6b6a500780cd1d831,-80.88630329,35.84294701,north carolina
06988eb46d357e2e1bf59c9c3af4eeb899acfaa8,-78.04550234,33.9516267,north carolina
1ccee16b6c81b18a3c581887b96caa751caef94c,-75.61060169,35.92932721,north carolina
db389f97a56b949c50ad44c463da0c4b04477532,-78.74440264,35.76376707,north carolina
cd9d5041d55a0d10ffa777ffef348b298c1c26e0,-79.79560295,35.70165702,north carolina
3f6908797cbffb06eb57a3dcd387ab9ecbf62d0a,-78.53980258,35.8763071,north carolina
aec81c8b2d66e25521eb931c70f85bb4b40be718,-79.81370296,35.70826702,north carolina
1d8051524c1e7d141edc53d4a50a352cb6849d2c,-78.56560259,35.81140709,north carolina
7963a83866e4304f2805ac58f2d8e37bc9f82388,-77.05310213,35.85217715,north carolina
47c91a9de0c7f8eb7e91f0facc10310f6ac0ea94,-78.59170258,35.408487,north carolina
4e35c47a7a4b9aff5a94f63658aacac07e59d2e6,-77.83870237,35.96307715,north carolina
3cbaa2a7e18c573c47a00ded77b1065de515e8db,-79.17220275,35.44672699,north carolina
0564c83642d65af6e998a542e1ae572a5cdaddb2,-77.92260231,34.19294676,north carolina
65efbb828eb8321afd03f236ffc2ad8c7e9f26f1,-78.84800266,35.56820703,north carolina
a5ef23707ff47cd0930f63ef6a3b5ea0ef286d66,-81.67110354,36.20647706,north carolina
acb7b6e9d38bfac5ed0ff49eb65973dd10447669,-78.75040264,35.74909707,north carolina
740e4443a7d71e094b565d05dce88bdcf8532077,-78.80660259,34.42376678,north carolina
fba3e248b3b327e1b289744a5c4b21a847b786c4,-77.36490221,35.58078708,north carolina
e233f09d64b91115c95d9b848c994b657d30a185,-76.74840204,35.85689716,north carolina
3a27987d151d7a6be2bd1156e2bd80083b5929c9,-77.9575024,35.7565671,north carolina
3f94d746a55028bc67a5f877b2024c5700c29e35,-80.2137031,36.1510071,north carolina
e7e1acc9beda5dc04de5ddf08731a5b0f7c72be6,-79.94650301,35.89992706,north carolina
e14509120a5e878c498914c563a19ccc4df1d567,-80.90500327,35.43469692,north carolina
9d300438a4f10e5fed7cb34419f14114051dd173,-78.98120267,35.04407691,north carolina
c29b139d9572ac1d50669fe173bff7a046d78a4c,-80.7181032,35.14024687,north carolina
589dfbc6c6ef4d36998d575b62a5800ae9a92281,-75.70660173,36.06457724,north carolina
adb318dd548bbb98fbf1e41700d37f26f44a67c5,-80.7118032,35.22468689,north carolina
5f078071400be25faeb9f4a0a3e33f4c6af39c41,-77.97220239,35.38030702,north carolina
e5d30dba3af8509788da72e65a5e15a11c56226d,-80.85039324,35.14303886,north carolina
23081164e694385b87d3801264b64cc8cbe25a55,-82.20299865,35.24893084,north carolina
42e7a17ffbcafc922694f112fe5ef74011693de9,-80.48285316,35.68561099,north carolina
6b3b138219058bfac62aa033cd63b44f44ce8103,-77.43861219,34.7520019,north carolina
7fb30749f8408a18e4dc73143a66bdd5e332d601,-77.79705228,34.20644276,north carolina
b4127314b12c6f4a0688e6d6f170a5a478628cf3,-78.98283675,36.37689719,north carolina
4763163388572145bc43b64f1eadb62a6d79971f,-77.9003473,34.11347674,north carolina
7720f1bd7512d34dba7a9381feab7362305fd830,-80.6905932,35.25878489,north carolina
950034f8d5be0140a5a4b183d6b231c13284d7eb,-78.3168025,35.51858103,north carolina
fcdca674468eef9fd6305c53b1a3ef1eb38d17a3,-76.91070204,34.88272394,north carolina
81229014af9bc587764689711d3a815fd0dff6eb,-81.0173033,35.26830988,north carolina
bad508d3e834ce2b63d7514045b960dcedf3a217,-80.63316318,35.23499989,north carolina
b88eeab1ffade1a06e4197df62a1fea314dd55b7,-80.7202432,35.14276387,north carolina
f8e32e82096e78bf4b7f51f44a3db76619daa2a3,-77.37542222,35.60180708,north carolina
b74781656d506af0b0966de7c980bfc4bfc5f9bc,-80.97298728,35.15387686,north carolina
5a9064729d142573387d4ae8e6dc59eea9c96394,-78.81596266,35.78396907,north carolina
8e6d0325e042d36471600d004530c6734cec4510,-80.85758325,35.24459389,north carolina
49f4b99f42655b177997eecf2ad5e24748a0ae85,-78.17703244,35.23763198,north carolina
a08e397bbfec874a160757410cc408e6b9c7a557,-77.67929236,36.51958727,north carolina
119d772457f8860119f28ea5c5b10442bb6228aa,-77.30999215,34.71872989,north carolina
8b79a546af3f0583593853cb0023c7a044456e89,-79.78114297,36.0647921,north carolina
8c33decaf2b426fb6148f5b8b3d43276b19ac567,-79.73312296,36.08767711,north carolina
6f71c522b71eaeba5a732b5192132f19b8001476,-81.23851336,35.29139688,north carolina
5ad39fe718de5379588c9e700fdfe552dd61784d,-81.0437273,35.23848288,north carolina
95ecc926f724aa8c1b0d55cfb99af298a9f4d15a,-77.43272618,34.54268185,north carolina
295f3f5234a1e719047712c5088513109978f8cf,-77.79555236,35.93628214,north carolina
1f3221d307f46d5a3d226b6a8c9feaffe7630193,-82.6486238,35.54965088,north carolina
158977046360d3df3e1eb0b9f40a22a46e92a711,-78.55318756,35.377021,north carolina
a67a35c56d8bb4f9acc23247493a23b4497e3b9d,-77.46982825,35.63544409,north carolina
ef00a0587f98c80c1b9137078de07ad381f57a74,-82.50215375,35.6022869,north carolina
c2c8fe334eb3cb10792e8693d407343fbddd7ef1,-78.8952627,35.99263312,north carolina
17b7aaea2fb3eb4cb9e327fb35df3c25717f9a9e,-77.36592217,34.7757409,north carolina
7c9387898b355f5b46c6c554544448543ed897ad,-82.55447777,35.6221499,north carolina
d7dfe8fa935480d64d69b88300b2d1ccf52997e1,-79.81151298,36.0655891,north carolina
76dea1cabe7ca873903de5d72a03188faba5f46a,-75.71423173,36.10049425,north carolina
58e54cbf097adaf178b6c821ca6be5eedac7f3ba,-82.70414379,35.23479381,north carolina
fafcfada62dd6358015223c3565317ede3a4edd4,-79.33858778,34.96887888,north carolina
140923120ace20b266afb93f06857ed3581573b7,-83.35928399,35.21386678,north carolina
46115ce31afa11547e8d3c8b1e109ab156a87e3b,-77.83993729,34.20960876,north carolina
a171311c6b99f4618279e5ed39808cbcbcc5937c,-77.03039207,34.66594989,north carolina
1043694b062fc1cfefc047cf28812bc27984c302,-76.98640613,36.28813725,north carolina
6e22c3c87ecd2148349a76340db3a7b2810be78e,-79.15037771,34.80332685,north carolina
b10660aba82ed9faf3e71da64bcecfa486d6f707,-77.99751239,35.37738701,north carolina
6465f29195ba40480d8c1325a4cf4d5c3eb5bbc2,-81.11884333,35.25855688,north carolina
a16c4c1f7836c6a4c73f6616d62839c175977cef,-78.07120742,35.41180702,north carolina
4dd74b5228ddb7bb2709a1532aee08563c67074f,-81.15794333,35.18944686,north carolina
b28d341a6b094fdcf7604b20a8fe82ef14da8b8e,-78.71219262,35.58743704,north carolina
33d4458fe7c59f41196a64e122ee525ee2c91681,-78.70305263,35.79539008,north carolina
c90a2db70446854b30ed0ada860bb23682e9f874,-79.11907271,34.90628687,north carolina
23524c0225cb989467a0f25d9dc1d19d63687edb,-80.84099924,35.24734089,north carolina
a053308b715646b3b47c0463d4f3e1f9c4475b1b,-78.62568261,35.81047009,north carolina
95b14d8058ee1d3e2695bdbc2bec89f3e8d37201,-82.29145369,35.62123691,north carolina
e357dc1f29c4e8c28ae5546e9dec994d002eef74,-80.93289326,35.14041686,north carolina
5ab52f0d866ddff4b39f16ede93239e373e16cbf,-80.79628323,35.20817488,north carolina
fa5bf703129f814fd11e98f6c3e438dfae6c499c,-77.37080621,35.61084709,north carolina
18959b67524e561454db1db8823c328ccde219c1,-80.80141725,35.53586695,north carolina
56a7ec4e73d876e0ba23982d8c553f55d35e1a3d,-78.44903253,35.45620302,north carolina
967ec94d567c91f7c4ebb2dfe565e3154658151e,-78.06023243,35.7577811,north carolina
bf236c21db01c4806f1e11eadb52505d6ff581d2,-78.43014258,36.43115923,north carolina
d8012006e4ef3dcc78f9292444df1872ece94474,-78.71760863,35.78620508,north carolina
afcbf038847a5ff9d921b4dc0649c8a402145911,-80.46635713,35.18660689,north carolina
10b7ab07e1a6e81919487b116b673bc1bf80ff2b,-78.48163856,35.79014109,north carolina
f80f910832545fa697973d8cbd03c2ec21018f5c,-77.38119718,34.7544239,north carolina
9eeb2ab13e597b9a7b3e3de3337bc36ee8e433cd,-80.75806721,35.11237686,north carolina
de17290651ac2aa1a98ef084fbcbb34a33e1c993,-76.2325759,36.30580128,north carolina
df661e74df9fa216a67258053315601418cd6930,-78.69356763,35.79339708,north carolina
586bb4ced1c551fe33e167561bee68a6157081b8,-81.16425334,35.25075088,north carolina
5d6ac246f49d7d5cbd36609352fcf78a83b8ff9d,-76.24486191,36.38396029,north carolina
3a040c2f000415582d6fcd72f4052595bce95162,-79.39775285,36.06934711,north carolina
74d61d411a1714727bdcbdab01e80e7c29a785a2,-79.48591283,35.19383692,north carolina
9a2265eda00e13ff881f724c77b307cbbd29aa16,-79.01082868,34.94872689,north carolina
1bd4ac5adb8b1a5fca7647b57ce4df191ffe7b8b,-78.96637267,35.0103909,north carolina
ebcf5bb674215568c373b51850628bf65c32a9e2,-78.67529264,36.16387716,north carolina
bbbd72f17fce46028a8c8754d6a6e4a45bebabd9,-78.72971262,35.51153102,north carolina
93fdf2c825483b2bed32f963952553ce23a35c55,-77.40321222,35.52881707,north carolina
8a2600c26b09cf9f370986a889c75f75e73bd127,-77.48289721,34.74692689,north carolina
8dd3707ca5149760453c5cd8082879ae1a7ee977,-81.13459333,35.24284288,north carolina
703f8389f835eefe2b15ba57b9223db131493f6e,-77.99035239,35.37446901,north carolina
8c7731567c9ac9000feec5e388245712ca454674,-79.77814797,36.0781871,north carolina
67ebe72222b4875fea7eca75c3731fe27a8c47ec,-81.15898336,35.66214296,north carolina
2cf45d5534e6b6fddb78e5cee42068c193df6d41,-77.89795231,34.21319676,north carolina
dc59f680d76b74822177841a6473f9f0752ea24f,-80.03464304,35.93117106,north carolina
8df73c33318344b5409867255c2510571dee1e38,-78.70970256,34.34867377,north carolina
c6d2d72f3a5016e1c37aa2cfb574f0ca75d5a101,-80.22530311,36.21165011,north carolina
a00f4854ecd9371ccdd2871e4f71a1ec0a3da03d,-77.42227219,34.7482219,north carolina
709609e728e44c7ac0855f9b35f38422c3158ae5,-80.2637931,35.81473503,north carolina
30e521194d6bcc10e620eead18fcd8a931a90bc4,-78.63908261,35.83531509,north carolina
cf954874f699f15ab199ffb5dc4b7606502889c0,-80.87912328,35.793914,north carolina
0cdffafc08c2860d2748eb8bd517cbb3d05b2cbd,-78.68018262,35.83317109,north carolina
b358f37a49c4223d4382fb497154f2bef187bab1,-80.2530781,35.83391103,north carolina
d671a5b56533cc5867c08f3360d2c0f9cf212c40,-77.87576239,35.96734915,north carolina
fa600d94eb39eff4008eb653e70a58dcd96c2570,-80.56821717,35.41061293,north carolina
b04f5e17b3e49e70b2dd8f36ba0a116ba1998187,-78.66434762,35.78456408,north carolina
31ce546c401bf1ab0e515d2a835485dc0b3bc9e8,-79.21142873,34.73131683,north carolina
d8efda6890453a903f3aa6cb21ac2184d2fccbbe,-80.76864325,35.80956701,north carolina
6f326d1ec15d82743341691b0631e4584252659d,-78.96873767,35.0093069,north carolina
5cc8f72abe3f7fb2b8e730f135dc149caa65a365,-80.26951312,36.06999108,north carolina
d11f2b7e2c6d0277c4d7f1459397a07f89ec0bbf,-80.00593903,35.93790706,north carolina
251bdecddb649ea9ac34acadbd965f6204df2bcb,-79.77933299,36.50214719,north carolina
1c17f8fd7cfe82e77b1fcedc4c88207eabff0b7c,-77.1301021,34.69306689,north carolina
a2e4e84afae2902e895dbd81ef4e5e4317646f26,-77.8981023,34.17508675,north carolina
2d7c62a47d0edfda5b319738446f77a383aa1769,-81.32810339,35.36312689,north carolina
8f4209170bc11941e4d1dabcd7b1fd76edf5be1e,-78.81760266,35.79979708,north carolina
9d3cdcee6b0d722084452f9d1190d8643de636a9,-79.17940276,35.478717,north carolina
414cbc534c2fa78316765c1dfc4fdc1727a9ea1e,-80.92080329,35.70015698,north carolina
33f321671c632fc338e983963cacbc508aeb630c,-78.64760261,35.78113708,north carolina
8fd112400b9d0bf9ba57c646d6e32c24e87b8b2e,-78.62590258,35.31608698,north carolina
e3a297c07c6ceb92836b4970766b2030a674c25e,-81.64800354,36.20232706,north carolina
